2009	7	30	15	34	53.123653	7.1406642
2009	7	30	16	4	53.1272227	7.1390028
2009	7	30	16	36	53.1249115	7.1409382
2009	7	30	17	8	53.1353522	7.1184068
2009	7	30	17	39	53.1254135	7.1375845
2009	7	30	18	9	53.1255883	7.138552
2009	7	30	18	39	53.1333082	7.1219246
2009	7	30	20	39	53.1271622	7.1497547
2009	7	30	22	40	53.1274035	7.1506874
2009	7	31	0	41	53.1269567	7.1498852
2009	7	31	2	42	53.1268486	7.1497483
2009	7	31	4	43	53.1250768	7.1372316
2009	7	31	6	44	53.1253121	7.138816
2009	7	31	7	14	53.1326602	7.1226604
2009	7	31	7	44	53.1281786	7.1328273
2009	7	31	8	15	53.1267626	7.1387131
2009	7	31	8	46	53.126865	7.1386951
2009	7	31	9	17	53.1247917	7.1391101
2009	7	31	9	48	53.1323114	7.1216388
2009	7	31	10	18	53.1269523	7.1360535
2009	7	31	10	48	53.1268379	7.1360054
2009	7	31	11	19	53.1280422	7.1343628
2009	7	31	11	49	53.1335765	7.1279416
2009	7	31	12	20	53.1335931	7.127945
2009	7	31	12	50	53.1337425	7.1278329
2009	7	31	13	55	53.1231785	7.1376924
2009	7	31	14	27	53.1267741	7.1391627
2009	7	31	14	57	53.1325912	7.1228499
2009	7	31	15	27	53.126604	7.138735
2009	7	31	15	58	53.1269428	7.1389861
2009	7	31	16	28	53.1269504	7.1390343
2009	7	31	16	59	53.132232	7.1230804
2009	7	31	17	29	53.1323744	7.1212296
2009	7	31	18	0	53.1252636	7.1451927
2009	7	31	18	30	53.1252202	7.148545
2009	7	31	19	1	53.1239912	7.1459348
2009	7	31	21	2	53.1218665	7.149109
2009	7	31	23	3	53.121721	7.1491627
2009	8	1	1	4	53.1218804	7.1490547
2009	8	1	3	4	53.1217168	7.1491707
2009	8	1	5	5	53.1268985	7.1389976
2009	8	1	7	2	53.1260105	7.1390093
2009	8	1	7	32	53.127416	7.139522
2009	8	1	8	2	53.1222521	7.1546142
2009	8	1	8	32	53.138248	7.1241736
2009	8	1	9	3	53.134364	7.1320001
2009	8	1	9	33	53.1263129	7.1390704
2009	8	1	10	3	53.125761	7.1434967
2009	8	1	10	34	53.1238094	7.1463705
2009	8	1	11	4	53.1275252	7.1365506
2009	8	1	11	35	53.12751	7.1365563
2009	8	1	12	39	53.1216307	7.12161
2009	8	1	13	9	53.1259377	7.1388062
2009	8	1	13	39	53.1321528	7.1314626
2009	8	1	14	10	53.125819	7.1431414
2009	8	1	14	41	53.1271831	7.139051
2009	8	1	15	11	53.1268383	7.1388931
2009	8	1	15	43	53.1248419	7.1382638
2009	8	1	16	13	53.1275803	7.1392313
2009	8	1	17	14	53.1264364	7.1411214
2009	8	1	17	45	53.1220558	7.1358755
2009	8	1	18	16	53.1278688	7.1371991
2009	8	1	18	46	53.1233854	7.1423841
2009	8	1	20	47	53.1272203	7.1496023
2009	8	1	22	48	53.1273153	7.1495723
2009	8	2	0	49	53.1267354	7.1502404
2009	8	2	2	49	53.1266736	7.1502298
2009	8	2	4	50	53.1267496	7.1502572
2009	8	2	6	50	53.1262042	7.1413171
2009	8	2	7	31	53.1249773	7.1421536
2009	8	2	7	48	53.1246146	7.1448692
2009	8	2	7	59	53.1246738	7.1449104
2009	8	2	8	9	53.1246283	7.1449437
2009	8	2	8	19	53.1247397	7.1463494
2009	8	2	8	32	53.1266495	7.1399385
2009	8	2	8	47	53.1266333	7.1399507
2009	8	2	8	57	53.1266301	7.1399555
2009	8	2	9	7	53.126636	7.1399582
2009	8	2	9	17	53.1266722	7.1398629
2009	8	2	9	32	53.1265587	7.1405585
2009	8	2	9	48	53.1265099	7.1405499
2009	8	2	9	59	53.1261058	7.1373086
2009	8	2	10	9	53.1255323	7.1389166
2009	8	2	10	19	53.1254741	7.1389929
2009	8	2	10	30	53.1254877	7.1390106
2009	8	2	10	40	53.1087635	7.1364993
2009	8	2	10	51	53.1067609	7.134871
2009	8	2	11	1	53.1067669	7.1348742
2009	8	2	11	12	53.1067145	7.1348727
2009	8	2	11	22	53.1064908	7.1345463
2009	8	2	11	37	53.1065588	7.1345222
2009	8	2	11	48	53.1266537	7.1402189
2009	8	2	11	59	53.1264349	7.1402093
2009	8	2	12	9	53.1252595	7.1411376
2009	8	2	12	22	53.1252738	7.1411882
2009	8	2	12	37	53.1237485	7.1457954
2009	8	2	12	47	53.1268112	7.1435482
2009	8	2	12	57	53.125569	7.1377356
2009	8	2	13	8	53.1255416	7.1378514
2009	8	2	13	18	53.1255207	7.1378579
2009	8	2	13	28	53.1255571	7.1378434
2009	8	2	13	53	53.1264103	7.1394351
2009	8	2	14	6	53.124418	7.1286783
2009	8	2	14	21	53.1214526	7.1457828
2009	8	2	14	46	53.1246324	7.1420652
2009	8	2	15	0	53.124151	7.1461323
2009	8	2	15	13	53.1324083	7.1370025
2009	8	2	15	28	53.1266376	7.1400459
2009	8	2	15	39	53.1266479	7.1400857
2009	8	2	15	49	53.1265451	7.1400292
2009	8	2	15	59	53.1265801	7.1400764
2009	8	2	16	9	53.1265917	7.140043
2009	8	2	16	19	53.1265891	7.1400856
2009	8	2	16	29	53.1265984	7.1401191
2009	8	2	16	42	53.1310022	7.134179
2009	8	2	16	59	53.1258725	7.1395384
2009	8	2	17	10	53.1267767	7.1397351
2009	8	2	17	20	53.1256663	7.1392675
2009	8	2	17	29	53.1240804	7.1413501
2009	8	2	17	42	53.123924	7.1451606
2009	8	2	18	0	53.1306082	7.1422366
2009	8	2	18	12	53.1244879	7.1423248
2009	8	2	18	30	53.1130044	7.1137033
2009	8	2	20	31	53.1272722	7.149636
2009	8	2	22	32	53.1272809	7.1497263
2009	8	3	0	32	53.1272063	7.1497224
